portuguese,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Present
impotência,0,1,1,0,0,1,0,1,0,0,1
impotente,0,1,1,0,1,1,0,1,0,0,1
impound,0,1,0,0,0,0,0,0,0,0,1
impraticável,0,1,0,0,0,0,0,0,0,0,1
imprecisão,0,1,0,0,0,0,0,0,0,0,1
impreciso,0,1,0,0,0,0,0,0,0,0,1
impressão,1,0,0,0,0,0,0,0,0,0,1
impressão digital,0,0,0,0,0,0,0,0,0,0,0
impressionante,1,0,0,0,0,0,0,0,0,0,1
impressionar,1,0,0,0,0,0,0,0,0,0,1
impressionável,0,0,0,0,0,0,0,0,0,1,1
impressora,0,0,0,0,0,0,0,0,0,0,0
imprevisível,0,1,0,0,0,0,0,0,1,0,1
imprevisto,0,0,0,0,0,0,0,0,1,0,1
imprimir,0,0,0,0,0,0,0,0,0,0,0
improdutivo,0,1,0,0,0,0,0,0,0,0,1
impropriedade,0,1,0,0,0,0,0,0,0,0,1
improvável,0,0,0,0,0,0,0,0,0,0,0
improvisação,0,0,0,0,0,0,0,0,1,0,1
improvisadamente,0,1,0,0,0,0,0,0,0,0,1
improvisado,0,1,0,0,0,0,0,0,0,0,1
improvisar,1,0,0,1,0,0,0,0,1,0,1
imprudência,0,1,1,0,1,1,0,0,1,0,1
imprudente,0,1,1,0,0,1,0,1,0,0,1
impulsionado,0,0,0,0,0,0,0,0,0,0,0
impulsionar,0,0,0,0,0,0,0,0,0,0,0
impulso,1,0,0,1,0,0,0,0,0,0,1
impunidade,0,0,0,0,0,0,0,0,0,0,0
impureza,0,1,0,0,1,0,0,0,0,0,1
impuro,0,1,0,0,1,0,0,0,0,0,1
imputação,0,1,0,0,0,0,0,0,0,0,1
imundície,0,1,0,0,1,0,0,0,0,0,1
imundo,0,1,0,0,1,0,0,0,0,0,1
imune,0,0,0,0,0,0,0,0,0,0,0
imunidade,0,0,0,0,0,0,0,0,0,0,0
imunização,0,0,0,0,0,0,0,0,0,1,1
imutável,0,1,0,0,0,0,0,0,0,0,1
inabalável,1,0,0,0,0,0,0,0,0,1,1
inacabado,0,1,0,0,0,0,0,0,0,0,1
inação,0,1,0,0,0,0,0,0,0,0,1
inaceitável,0,1,0,0,0,0,0,1,0,0,1
inacessível,0,1,0,0,0,0,0,0,0,0,1
inacreditável,0,1,0,0,0,0,0,0,0,0,1
inadequação,0,1,0,0,0,0,0,0,0,0,1
inadequado,0,1,0,0,0,0,0,1,0,0,1
inadmissível,0,1,1,0,1,0,0,0,0,0,1
inadvertidamente,0,0,0,0,0,0,0,0,0,0,0
inadvertido,0,0,0,0,0,0,0,0,0,0,0
inalação,0,0,0,0,0,0,0,0,0,0,0
inalar,0,0,0,0,0,0,0,0,0,0,0
inalcançável,0,1,1,0,0,0,0,1,0,0,1
inalienável,1,0,0,0,0,0,0,0,0,0,1
inalterado,0,0,0,0,0,0,0,0,0,0,0
inanimado,0,0,0,0,0,0,0,0,0,0,0
inano,0,1,0,0,0,0,0,0,0,0,1
inaplicável,0,1,0,0,0,0,0,0,0,0,1
inapropriado,0,1,1,0,1,0,0,1,0,0,1
inaptidão,0,1,0,0,0,0,0,1,0,0,1
inativação,0,0,0,0,0,0,0,0,0,0,0
inativar,0,0,0,0,0,0,0,0,0,0,0
inatividade,0,1,0,0,0,0,0,0,0,0,1
inativo,0,0,0,0,0,0,0,0,0,0,0
inato,0,0,0,0,0,0,0,0,0,0,0
inaudível,0,1,0,0,0,0,0,0,0,0,1
inauguração,1,0,0,1,0,0,1,0,0,1,1
inaugural,0,0,0,1,0,0,0,0,0,0,1
inaugurar,0,0,0,0,0,0,0,0,0,0,0
incalculável,0,1,0,0,0,0,0,0,0,0,1
incandescente,0,0,0,0,0,0,0,0,0,0,0
incapacidade,0,1,0,0,0,0,0,0,0,0,1
incapaz,0,1,0,0,0,0,0,1,0,0,1
incendiário,0,1,1,0,0,1,0,0,1,0,1
incêndio culposo,0,1,1,0,0,1,0,0,0,0,1
incêndios,0,1,0,0,0,1,0,1,1,0,1
incenso,0,1,1,0,0,0,0,0,0,0,1
incentivo,0,0,0,0,0,0,0,0,0,0,0
incerteza,0,0,0,0,0,0,0,0,0,0,0
incerto,0,1,1,0,1,1,0,0,1,0,1
incessante,0,1,0,0,0,0,0,0,0,0,1
incessantemente,0,0,0,0,0,0,0,0,0,0,0
incesto,0,1,1,0,1,1,0,1,0,0,1
incestuoso,0,1,0,0,1,0,0,0,0,0,1
inchaço,0,1,0,0,0,1,0,0,0,0,1
inchado,0,1,0,0,1,0,0,0,0,0,1
inchar,0,0,0,0,0,0,0,0,0,0,0
incidência,0,0,0,0,0,0,0,0,0,0,0
incidente,0,0,0,0,0,0,0,0,1,0,1
incineração,0,1,0,0,0,0,0,0,0,0,1
incipiente,0,0,0,0,0,0,0,0,0,0,0
incisão,0,0,0,0,0,0,0,0,0,0,0
incisivo,1,0,0,0,0,0,0,0,0,0,1
incitamento,0,0,0,0,0,0,0,0,0,0,0
incitando,0,0,0,0,0,0,0,0,0,0,0
incitar,0,1,1,1,0,1,0,0,0,0,1
inclemente,0,1,0,0,0,0,0,0,0,0,1
inclinação,0,0,0,0,0,0,0,0,0,0,0
inclinado,0,0,0,0,0,0,0,0,0,0,0
inclinando-se,0,0,0,0,0,0,0,0,0,1,1
inclinar,0,0,0,0,0,0,0,0,0,1,1
inclinar-se,0,0,0,0,0,0,0,0,0,0,0
incluído,1,0,0,0,0,0,0,0,0,0,1
incluindo,1,0,0,0,0,0,0,0,0,0,1
incluir,1,0,0,0,0,0,0,0,0,0,1
inclusão,0,0,0,0,0,0,0,0,0,1,1
inclusive,1,0,0,0,0,0,0,0,0,0,1
incoerado,0,0,0,0,0,0,0,0,0,0,0
incoerente,0,1,0,0,0,0,0,0,0,0,1
incógnito,0,0,0,0,0,0,0,0,0,0,0
incognoscível,0,0,0,0,0,0,0,0,0,0,0
incolor,0,0,0,0,0,0,0,0,0,0,0
incólume,1,0,0,0,0,0,0,0,0,0,1
incomodando,0,1,1,0,0,0,0,1,0,0,1
incomodar,0,1,0,0,0,0,0,0,0,0,1
incômodo,0,1,0,0,0,0,0,1,0,0,1
incomparável,0,0,0,0,0,0,0,0,0,0,0
incompatibilidade,0,1,0,0,0,0,0,0,0,0,1
incompatível,0,1,1,0,1,0,0,1,0,0,1
incompetência,0,1,0,0,0,0,0,0,0,0,1
incompetente,0,1,1,0,0,0,0,1,0,0,1
incompleto,0,0,0,0,0,0,0,0,0,0,0
incompletude,0,1,0,0,0,0,0,0,0,0,1
incompreensível,0,1,0,0,0,0,0,0,0,0,1
incomum,0,0,0,0,0,0,0,0,0,0,0
incomumente,0,0,0,0,0,0,0,0,0,0,0
inconclusivo,0,0,0,0,0,0,0,0,0,0,0
inconfundível,0,0,0,0,0,0,0,0,0,0,0
incongruente,0,1,1,0,0,0,0,0,0,0,1
inconsciência,0,0,0,0,0,0,0,0,0,0,0
inconsciente,0,1,0,0,0,0,0,0,0,0,1
inconsequente,0,1,0,0,0,0,0,1,0,0,1
inconsiderado,0,1,1,0,1,0,0,1,0,0,1
inconsistência,0,1,0,0,0,0,0,0,0,0,1
inconstante,0,1,0,0,0,0,0,0,0,0,1
inconstitucional,0,1,0,0,0,0,0,0,0,0,1
incontável,0,1,0,1,0,0,0,0,0,0,1
incontestado,0,0,0,0,0,0,0,0,0,0,0
incontestável,0,0,0,0,0,0,0,0,0,0,0
incontinência,0,0,0,0,0,0,0,0,1,0,1
incontrolável,0,1,1,1,0,0,0,0,1,0,1
inconveniente,0,1,1,0,1,0,0,1,0,0,1
inconvenientes,0,1,0,0,0,0,0,0,0,0,1
incorporação,0,0,0,0,0,0,0,0,0,0,0
incorporar,0,0,0,0,0,0,0,0,0,0,0
incorrer,0,1,0,0,0,0,0,0,0,0,1
incorreta,0,1,0,0,0,0,0,0,0,0,1
incredulidade,0,1,0,0,0,0,0,0,0,0,1
incrédulo,0,1,1,0,1,0,0,0,0,0,1
incremento,0,0,0,0,0,0,0,0,0,0,0
incriminação,0,1,0,0,0,1,0,1,0,0,1
incrível,1,0,0,0,0,0,1,0,0,0,1
incubação,0,0,0,0,0,0,0,0,0,0,0
incubus,0,1,0,0,1,1,0,0,0,0,1
incumbência,1,0,0,1,0,0,0,0,0,1,1
incurável,0,1,1,0,1,1,0,1,0,0,1
incursão,0,1,1,0,0,1,0,0,0,0,1
indagando,0,0,0,0,0,0,0,0,0,0,0
indecência,0,0,1,0,1,0,0,0,0,0,1
indecente,0,1,0,0,1,0,0,0,0,0,1
indecisão,0,1,0,0,0,0,0,0,0,0,1
indeciso,0,1,0,1,0,1,0,0,0,0,1
indefensável,0,1,0,0,0,1,0,0,0,0,1
indefeso,0,1,0,0,0,1,0,1,0,0,1
indefinido,0,0,0,0,0,0,0,0,0,0,0
indelével,1,0,0,0,0,0,0,0,0,1,1
indelicado,0,1,0,0,1,0,0,0,0,0,1
indenização,1,0,0,0,0,0,0,0,0,1,1
indenizar,0,1,0,0,0,0,0,0,0,0,1
indentação,0,0,0,0,0,0,0,0,0,0,0
independência,1,0,0,1,0,0,1,0,1,1,1
independente,0,0,0,0,0,0,0,0,0,0,0
independentemente,0,0,0,0,0,0,0,0,0,0,0
indescritível,0,0,0,0,0,0,0,0,0,0,0
indesculpável,0,1,1,0,1,0,0,1,0,0,1
indesejável,0,1,1,0,1,1,0,1,0,0,1
indestrutível,1,0,0,0,0,0,0,0,0,1,1
indeterminado,0,1,0,0,0,0,0,0,0,0,1
indevida,0,0,0,0,0,0,0,0,0,0,0
indicação,0,0,0,0,0,0,0,0,0,0,0
indicador,0,0,0,0,0,0,0,0,0,0,0
indicando,0,0,0,0,0,0,0,0,0,0,0
indicar,0,0,0,0,0,0,0,0,0,0,0
indicativo,0,0,0,0,0,0,0,0,0,0,0
índice,0,0,0,0,0,0,0,0,0,0,0
indiferença,0,1,1,0,1,1,0,1,0,0,1
indígena,0,0,0,0,0,0,0,0,0,0,0
indigente,0,1,0,0,0,0,0,1,0,0,1
indigestão,0,0,0,0,0,0,0,0,0,0,0
indignação,0,1,1,0,1,0,0,0,0,0,1
indignado,0,1,1,0,0,0,0,0,0,0,1
indigno,0,1,0,0,1,0,0,0,0,0,1
índigo,0,0,0,0,0,0,0,0,0,0,0
indireto,0,0,0,0,0,0,0,0,0,0,0
indisciplinado,0,1,1,0,1,1,0,0,0,0,1
indispensável,0,1,0,0,0,0,0,0,0,0,1
indisposição,0,1,0,0,0,0,0,1,0,0,1
indisposto,0,1,1,0,1,1,0,1,0,0,1
indistinguível,0,0,0,0,0,0,0,0,0,0,0
indistinto,0,1,0,0,0,0,0,0,0,0,1
individualidade,1,0,0,0,0,0,0,0,0,0,1
indivisível,0,0,0,0,0,0,0,0,0,1,1
indiviso,1,0,0,0,0,0,0,0,0,0,1
indizível,0,1,0,0,0,1,0,0,0,0,1
indolente,0,1,0,0,0,0,0,0,0,0,1
indomado,0,1,0,0,0,0,0,0,0,0,1
indomável,1,0,0,0,0,1,0,0,0,0,1
indubitável,0,0,0,1,1,0,0,0,0,0,1
indução,0,0,0,0,0,0,0,0,0,0,0
indulge,0,0,0,0,0,0,0,0,0,0,0
indulgência,0,0,0,0,0,0,0,0,0,0,0
indulgente,1,0,0,0,0,0,0,0,0,0,1
indústria,0,0,0,0,0,0,0,0,0,0,0
induzido,0,0,0,0,0,0,0,0,0,0,0
induzir,0,0,0,0,0,0,0,0,0,0,0
inebriante,0,1,0,0,0,0,0,0,0,0,1
inédito,0,1,0,1,0,0,0,1,0,0,1
inefável,1,0,0,0,0,0,0,0,0,0,1
ineficaz,0,1,0,0,1,0,0,0,0,0,1
ineficiência,0,1,0,0,1,0,0,1,0,0,1
ineficiente,0,1,0,0,0,0,0,1,0,0,1
inegável,0,0,0,0,0,0,0,0,0,0,0
inelástica,0,0,0,0,0,0,0,0,0,0,0
inelegível,0,0,0,0,0,0,0,0,0,0,0
inépcia,0,1,0,0,1,1,0,1,0,0,1
inepto,0,1,1,0,1,0,0,0,0,0,1
inequívoca,0,0,0,0,0,0,0,0,0,1,1
inequivocamente,1,0,0,0,0,0,0,0,0,0,1
inércia,0,0,0,0,0,0,0,0,0,0,0
inerente,0,0,0,0,0,0,0,0,0,0,0
inerte,0,1,0,0,0,0,0,0,0,0,1
inescrutável,0,0,0,0,0,0,0,0,0,0,0
inesgotável,0,1,1,0,1,1,0,0,0,0,1
inesperadamente,0,0,0,0,0,0,0,0,1,0,1
inesperado,1,1,0,1,0,1,1,0,1,0,1
inestimável,0,0,0,0,0,0,0,0,0,0,0
inevitável,0,1,0,0,0,0,0,0,0,0,1
inexata,0,0,0,0,0,0,0,0,0,0,0
inexistente,0,0,0,0,0,0,0,0,0,0,0
inexperiência,0,1,0,0,0,0,0,0,0,0,1
inexperiente,0,1,0,0,0,0,0,0,0,0,1
inexplicável,0,1,0,1,1,0,0,0,1,0,1
inexplorado,0,0,0,0,0,0,0,0,0,0,0
inexpressivo,0,0,0,0,0,0,0,0,0,0,0
infalibilidade,0,0,0,0,0,0,0,0,0,1,1
infalível,1,0,0,0,0,0,0,0,0,0,1
infame,0,1,1,0,1,1,0,0,0,0,1
infâmia,0,1,0,0,0,0,0,1,0,0,1
infância,1,0,0,0,0,0,1,0,0,0,1
infantaria,0,0,0,0,0,0,0,0,0,0,0
infante,1,0,0,1,0,1,1,0,1,0,1
infanticídio,0,1,1,1,1,1,0,1,0,0,1
infantil,0,1,0,0,0,0,0,0,0,0,1
infarto,0,1,0,0,0,1,0,0,1,0,1
infecção,0,1,0,0,0,1,0,0,0,0,1
infeccioso,0,1,0,0,1,1,0,1,0,0,1
infectar,0,1,0,0,1,0,0,0,0,0,1
infelicidade,0,1,0,0,0,0,0,1,0,0,1
infeliz,0,1,1,0,1,0,0,1,0,0,1
infelizmente,0,1,0,0,0,0,0,1,0,0,1
inferência,0,0,0,0,0,0,0,0,0,0,0
inferencial,0,0,0,0,0,0,0,0,0,0,0
inferior,0,1,0,0,0,0,0,1,0,0,1
inferioridade,0,1,0,0,0,0,0,0,0,0,1
inferir,0,0,0,0,0,0,0,0,0,0,0
infernal,0,1,1,0,1,1,0,1,0,0,1
inferno,0,1,1,0,1,1,0,1,0,0,1
infértil,0,0,0,0,0,0,0,0,0,0,0
infertilidade,0,1,0,0,0,0,0,1,0,0,1
infestação,0,1,0,0,1,1,0,0,0,0,1
infidelidade,0,1,1,0,1,1,0,1,0,0,1
infiel,0,1,1,0,1,1,0,0,0,0,1
infiltração,1,1,0,0,0,0,0,0,0,0,1
infinidade,1,0,0,1,0,0,1,0,0,1,1
infinitamente,0,0,0,0,0,0,0,0,0,0,0
infinitesimal,0,0,0,0,0,0,0,0,0,0,0
infinito,1,0,0,0,0,0,0,0,0,0,1
inflação,0,1,0,0,0,1,0,0,0,0,1
inflado,0,1,0,0,0,0,0,0,0,0,1
inflamação,0,1,0,0,0,0,0,0,0,0,1
inflamar,0,0,0,0,0,0,0,0,0,0,0
inflexão,0,0,0,0,0,0,0,0,0,0,0
inflexível,0,1,0,0,0,0,0,0,0,0,1
inflicção,0,1,0,0,0,1,0,1,0,0,1
infligir,0,1,1,0,0,1,0,1,0,0,1
inflorescência,0,0,0,0,0,0,0,0,0,0,0
influência,1,1,0,0,0,0,0,0,0,0,1
influenciar,0,0,0,0,0,0,0,0,0,0,0
influente,1,0,0,0,0,0,0,0,0,1,1
influxo,0,0,0,0,0,0,0,0,0,0,0
informação,1,0,0,0,0,0,0,0,0,0,1
informado,0,0,0,0,0,0,0,0,0,0,0
informal,0,0,0,0,0,0,0,0,0,0,0
informante,0,1,0,0,0,0,0,0,0,0,1
informar,0,0,0,0,0,0,0,0,0,1,1
infortúnio,0,1,0,0,0,1,0,1,0,0,1
infração,0,1,1,0,0,0,0,0,0,0,1
infrequente,0,0,0,0,0,0,0,0,1,0,1
infringir,0,1,1,0,0,0,0,0,0,0,1
infrutífero,0,1,0,0,0,0,0,1,0,0,1
infundado,0,1,0,0,0,0,0,0,0,0,1
infundido,0,0,0,0,0,0,0,0,0,0,0
infundir,0,0,0,0,0,0,0,0,0,0,0
infusão,0,0,0,0,0,0,0,0,0,0,0
ingenuidade,0,0,0,0,0,0,0,0,0,0,0
ingênuo,0,1,0,0,0,0,0,0,0,0,1
ingerir,0,0,0,0,0,0,0,0,0,0,0
ingestão,0,0,0,0,0,0,0,0,0,0,0
ingovernável,0,1,0,0,1,0,0,0,0,0,1
ingrato,0,1,1,0,1,0,0,0,0,0,1
ingrediente,0,0,0,0,0,0,0,0,0,0,0
íngreme,0,0,0,0,0,0,0,0,0,0,0
ingressou,1,0,0,0,0,0,0,0,0,0,1
inhame,0,0,0,0,0,0,0,0,0,0,0
inibição,0,0,0,0,0,0,0,0,0,0,0
inibir,0,1,1,0,1,0,0,1,0,0,1
iniciado,0,0,0,0,0,0,0,0,0,0,0
inicial,0,0,0,0,0,0,0,0,0,0,0
inicialização,0,0,0,0,0,0,0,0,0,0,0
iniciar,0,0,0,0,0,0,0,0,0,0,0
iniciativa,0,0,0,0,0,0,0,0,0,0,0
início,0,0,0,1,0,0,0,0,0,0,1
inigualável,1,0,0,0,0,0,0,0,0,0,1
inimaginável,1,1,0,0,0,0,0,0,1,0,1
inimigo,0,1,1,0,1,1,0,0,0,0,1
inimitável,1,0,0,0,0,0,0,0,0,1,1
inimizade,0,1,1,0,0,1,0,1,0,0,1
ininteligível,0,1,0,0,0,0,0,0,0,0,1
ininterrupto,0,0,0,0,0,0,0,0,0,0,0
iniquidade,0,1,0,0,1,0,0,0,0,0,1
injeção,0,0,0,0,0,1,0,0,0,0,1
injetar,0,0,0,0,0,0,0,0,0,0,0
injunção,0,1,0,0,0,0,0,0,0,0,1
injustiça,0,1,1,0,0,0,0,1,0,0,1
injustificado,0,1,0,0,0,0,0,0,0,0,1
injustificável,0,1,1,0,1,1,0,0,0,0,1
injusto,0,1,1,0,1,0,0,1,0,0,1
inlay,0,0,0,0,0,0,0,0,0,0,0
inocência,1,0,0,0,0,0,0,0,0,0,1
inocente,1,0,0,0,0,0,0,0,0,1,1
inocentemente,1,0,0,0,0,0,0,0,0,0,1
inoculação,0,0,0,1,0,0,0,0,0,1,1
inócuo,1,0,0,0,0,0,0,0,0,0,1
inoperante,0,1,1,0,0,0,0,0,0,0,1
inorgânico,0,0,0,0,0,0,0,0,0,0,0
inóspito,0,1,0,0,0,0,0,1,0,0,1
inovação,1,0,0,0,0,0,0,0,0,0,1
inovar,1,0,0,0,0,0,0,0,0,0,1
inoxidável,1,0,0,0,0,0,0,0,0,0,1
inquebrável,1,0,0,0,0,0,0,0,0,0,1
inquerir,0,0,0,0,0,0,0,0,0,0,0
inquérito,1,0,0,1,0,0,0,0,0,0,1
inquestionável,1,0,0,0,0,0,0,0,0,1,1
inquestionavelmente,1,0,0,0,0,0,0,0,0,1,1
inquietação,0,1,0,1,0,0,0,1,0,0,1
inquilino,1,0,0,0,0,0,0,0,0,0,1
inquiridor,1,0,0,0,0,0,0,0,0,0,1
inquisitivo,1,0,0,0,0,0,0,0,0,0,1
insanidade,0,1,1,0,1,1,0,1,0,0,1
insano,0,1,1,0,0,1,0,0,0,0,1
insatisfação,0,1,0,0,0,0,0,0,0,0,1
insatisfatório,0,1,0,0,1,0,0,0,0,0,1
insatisfeito,0,1,0,0,1,0,0,1,0,0,1
inscrever,0,0,0,1,0,0,0,0,0,0,1
inscrição,0,0,0,0,0,0,0,0,0,0,0
insegurança,0,1,0,0,0,1,0,0,0,0,1
inseguro,0,1,1,0,0,1,0,1,0,0,1
insensatez,0,1,0,0,0,0,0,0,0,0,1
insensato,0,1,0,0,0,0,0,0,0,0,1
insensível,0,1,1,0,1,0,0,0,0,0,1
inseparável,1,0,0,0,0,0,1,0,0,1,1
inserção,0,0,0,0,0,0,0,0,0,0,0
inserido,0,0,0,0,0,0,0,0,0,0,0
inserir,0,0,0,0,0,0,0,0,0,0,0
inseto,0,0,0,0,0,0,0,0,0,0,0
insidioso,0,1,1,0,1,1,0,0,0,0,1
insígnia,1,0,0,0,0,0,0,0,0,0,1
insignificância,0,1,0,0,0,0,0,0,0,0,1
insignificante,0,1,1,0,0,0,0,1,0,0,1
insípido,0,1,0,0,1,0,0,0,0,0,1
insistir,0,0,0,0,0,0,0,0,0,0,0
insolente,0,1,0,0,0,0,0,0,0,0,1
insolúvel,0,0,0,0,0,0,0,0,0,0,0
insolvência,0,1,0,0,0,1,0,1,1,0,1
insolvente,0,1,0,0,0,1,0,1,0,1,1
insônia,0,0,0,0,0,0,0,0,0,0,0
inspecionar,0,0,0,0,0,0,0,0,0,0,0
inspetor,1,0,0,0,0,0,0,0,0,1,1
inspiração,1,0,0,1,0,0,1,0,0,0,1
inspirado,1,0,0,0,0,0,1,0,1,1,1
inspirar,1,0,0,1,0,0,1,0,0,1,1
instabilidade,0,1,0,0,1,1,0,0,0,0,1
instalação,0,0,0,0,0,0,0,0,0,0,0
instalações,1,0,0,0,0,0,0,0,0,0,1
instalar,0,0,0,1,0,0,0,0,0,0,1
instância,0,0,0,0,0,0,0,0,0,0,0
instantaneamente,0,0,0,0,0,0,0,0,0,0,0
instantâneo,0,0,0,0,0,0,0,0,0,0,0
instante,0,0,0,0,0,0,0,0,0,0,0
instável,0,1,0,0,0,1,0,0,1,0,1
instigação,0,1,0,0,0,0,0,0,0,0,1
instigar,0,1,0,0,0,0,0,0,0,0,1
instilar,0,0,0,0,0,0,0,0,0,0,0
instintivo,1,0,1,0,1,1,0,0,0,0,1
instinto,0,0,0,0,0,0,0,0,0,0,0
instituição,0,0,0,0,0,0,0,0,0,0,0
instituto,0,0,0,0,0,0,0,0,0,1,1
instrução,1,0,0,0,0,0,0,0,0,1,1
instrucional,0,0,0,0,0,0,0,0,0,0,0
instruções,0,0,0,1,0,0,0,0,0,1,1
instruído,0,0,0,0,0,0,0,0,0,0,0
instruir,1,0,0,0,0,0,0,0,0,1,1
instrumental,1,0,0,0,0,0,0,0,0,0,1
instrumentalidade,0,0,0,0,0,0,0,0,0,0,0
instrumentalista,0,0,0,0,0,0,0,0,0,0,0
instrumento,0,0,0,0,0,0,0,0,0,0,0
instrutivo,0,0,0,0,0,0,0,0,0,0,0
instrutor,1,0,0,1,0,0,0,0,0,1,1
insuficiência,0,1,1,0,0,0,0,0,0,0,1
insuficiente,0,1,0,0,0,0,0,0,0,0,1
insuficientemente,0,1,0,0,0,0,0,0,0,0,1
insular,0,0,0,0,0,0,0,0,0,0,0
insultando,0,1,1,0,1,1,0,1,0,0,1
insulto,0,1,1,0,1,0,0,1,1,0,1
insuperável,1,0,0,1,0,1,1,0,0,1,1
insuportável,0,1,0,0,1,0,0,1,0,0,1
insurgente,0,1,0,0,0,0,0,0,0,0,1
insurreição,0,1,1,0,0,0,0,0,0,0,1
insustentável,0,1,0,0,0,0,0,0,0,0,1
intacta,1,0,0,0,0,0,0,0,0,1,1
intangível,0,0,0,0,0,0,0,0,0,0,0
integração,0,0,0,0,0,0,0,0,0,0,0
integrante,0,0,0,0,0,0,0,0,0,0,0
integrar,0,0,0,0,0,0,0,0,0,0,0
integridade,1,0,0,0,0,0,0,0,0,1,1
inteira,0,0,0,0,0,0,0,0,0,0,0
inteiro,1,0,0,0,0,0,0,0,0,1,1
intelecto,1,0,0,0,0,0,0,0,0,0,1
intelectual,1,0,0,0,0,0,0,0,0,0,1
inteligência,1,0,0,0,0,1,1,0,0,1,1
inteligente,1,0,0,0,0,0,0,0,0,1,1
inteligibilidade,0,0,0,0,0,0,0,0,0,0,0
inteligível,0,0,0,0,0,0,0,0,0,0,0
intempestivo,0,1,0,0,0,0,0,0,0,0,1
intenção,0,0,0,0,0,0,0,0,0,0,0
intencional,0,1,1,0,0,0,0,1,0,0,1
intencionalmente,0,0,0,0,0,0,0,0,0,0,0
intensamente,0,0,0,0,0,0,0,0,0,0,0
intensidade,0,1,1,0,0,0,0,0,0,0,1
intensificar,0,0,0,0,0,0,0,0,0,0,0
intenso,1,1,1,0,1,1,1,0,1,1,1
inter,0,1,0,0,0,0,0,1,0,0,1
inter-relacionado,0,0,0,0,0,0,0,0,0,0,0
interação,0,0,0,0,0,0,0,0,0,0,0
intercambiáveis,0,0,0,0,0,0,0,0,0,0,0
intercâmbio,0,0,0,0,0,0,0,0,0,0,0
interceder,0,0,0,0,0,1,0,1,0,0,1
interceptação,0,0,0,0,0,0,0,0,0,0,0
interceptar,0,0,0,0,0,0,0,0,0,0,0
intercessão,0,0,0,0,0,0,0,0,0,1,1
interdependência,0,0,0,0,0,0,0,0,0,0,0
interdependente,0,0,0,0,0,0,0,0,0,0,0
interdição,0,1,0,0,0,0,0,0,0,0,1
interessado,1,0,0,0,1,0,0,1,0,0,1
interessante,1,0,0,0,0,0,0,0,0,0,1
interesse,1,0,0,0,0,0,0,0,0,0,1
interferência,0,1,0,0,0,0,0,0,0,0,1
interferômetro,0,0,0,0,0,0,0,0,0,0,0
interfone,0,0,0,0,0,0,0,0,0,0,0
interfuncionamento,0,0,0,0,0,0,0,0,0,0,0
interino,0,0,0,1,0,0,0,0,0,0,1
interior,1,0,0,0,1,0,0,0,0,1,1
interlocutório,1,0,0,0,0,0,0,0,0,0,1
interlúdio,1,0,0,0,0,0,0,0,0,0,1
intermediário,0,0,0,0,0,0,0,0,0,0,0
interminável,1,1,1,1,0,0,0,0,0,0,1
intermitente,0,0,0,0,0,0,0,0,0,0,0
internacional,0,0,0,0,0,0,0,0,0,0,0
internamente,0,0,0,0,0,0,0,0,0,0,0
interno,0,0,0,0,0,0,0,0,0,0,0
interpolação,0,0,0,0,0,0,0,0,0,0,0
interpolar,0,0,0,0,0,0,0,0,0,0,0
interpretação,0,0,0,0,0,0,0,0,0,0,0
interpretar,0,0,0,0,0,0,0,0,0,0,0
intérprete,0,0,0,0,0,0,0,0,0,0,0
interrogar,0,0,0,0,0,1,0,0,0,0,1
interrogatório,0,0,0,0,0,1,0,0,0,0,1
interromper,0,1,1,0,0,0,0,0,1,0,1
interrompido,0,1,0,0,0,0,0,1,0,0,1
interrupção,0,1,1,0,0,1,0,0,1,0,1
interruptor,0,0,0,0,0,0,0,0,0,0,0
interruptores,0,0,0,0,0,0,0,0,0,0,0
interseção,0,0,0,0,0,0,0,0,0,0,0
intersticial,0,0,0,0,0,0,0,0,0,0,0
intervalo,0,0,0,1,0,0,0,0,0,0,1
intervenção,1,1,0,0,0,0,0,1,0,0,1
intervindo,0,0,0,0,0,0,0,0,0,0,0
intestado,0,1,0,0,0,0,0,0,0,0,1
intestinal,0,0,0,0,1,0,0,0,0,0,1
intestino,0,0,0,0,1,0,0,0,0,0,1
intimação,0,1,0,0,0,0,0,0,0,0,1
intimamente,0,0,0,1,0,1,1,0,0,0,1
intimidação,0,1,1,0,0,1,0,0,0,0,1
intimidade,0,0,0,0,0,0,0,0,0,0,0
intimidar,0,1,0,0,0,1,0,0,0,0,1
íntimo,1,0,0,1,0,0,1,0,0,1,1
intitulado,0,0,0,0,0,0,0,0,0,0,0
intocado,0,0,0,0,0,0,0,0,0,0,0
intolerância,0,1,1,0,1,1,0,0,0,0,1
intolerante,0,1,1,0,1,1,0,1,0,0,1
intolerável,0,1,1,0,0,0,0,0,0,0,1
intoxicação,0,0,0,0,0,0,0,0,0,0,0
intoxicado,0,1,0,0,1,0,0,0,0,0,1
intramural,0,0,0,0,0,0,0,0,0,0,0
intransigente,0,0,0,0,0,0,0,0,0,0,0
intransitável,0,1,0,0,0,0,0,0,0,0,1
intransponível,0,1,0,0,0,1,0,1,0,0,1
intratável,0,1,1,0,0,0,0,0,0,0,1
intrépido,1,0,0,0,0,0,0,0,0,0,1
intriga,0,1,0,1,0,1,0,0,1,0,1
intrigado,0,0,0,0,0,0,0,0,0,0,0
